,Unnamed: 0,name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area,lat,lng
1174,1209,2 beds 2 baths apartment,2500,"kelowna, bc, v1x 4p5",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,Not specified,dog and cat friendly,1037,49.86754,-119.38935
1175,1211,private room for rent,1600,"vernon, bc",House,1,1,laundry available,gas heating,parking available,ac available,furnished,No pets,1200,50.26548,-119.27376
1176,1212,2 beds 2 baths apartment,3900,"kelowna, bc, v1y 0j6",Apartment/Condo,2,2,in-unit laundry,central heating,parking available,central ac,Not specified,dog and cat friendly,1132,49.89326,-119.4936
1177,1213,2 beds 1 bath house,2250,"kelowna, bc, v1v 1z9",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.96666,-119.40128
1178,1214,2 beds 2 baths apartment,3000,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,Not specified,dog friendly,932,49.88698,-119.49661
1179,1215,room for rent,500,"vernon, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1100,50.26548,-119.27376
1180,1216,2 beds 2 baths apartment,2200,"west kelowna, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1000,49.85902,-119.58413
1181,1217,2 beds 1 bath apartment,2000,"west kelowna, bc, v4t 3b2",Apartment/Condo,2,1,in-unit laundry,heating available,street parking,ac available,Not specified,dog and cat friendly,932,49.85634,-119.60074
1182,1218,2 beds 1 bath house,2200,"kelowna, bc, v1w 4t6",House,2,1,laundry in building,gas heating,garage parking,central ac,unfurnished,No pets,1200,49.79182,-119.52596
1183,1219,1 bed 1 bath house,833,"kelowna, bc, v1x 4b1",House,1,1,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,1200,49.88361,-119.40955
1184,1220,full lakefront home with panoramic views of okanagan lake  3br 2bath  located in la casa resort,3456,"central okanagan, bc, v1z 3r8",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,50.1175,-119.50986
1185,1221,furnished 2 bedroom apt,1500,"peachland, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1100,49.77387,-119.73592
1186,1223,beautiful 3bed 2bath turn key student rental,1000,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1100,49.88698,-119.49661
1187,1224,room available near ubco,1200,"kelowna, bc",Townhouse,1,1,in-unit laundry,central heating,garage parking,central ac,furnished,No pets,1371,49.88698,-119.49661
1188,1225,private room for rent,900,"kelowna, bc, v1p 1v2",House,2,1,laundry available,heating available,street parking,Not specified,unfurnished,No pets,1200,49.8817,-119.35142
1189,1226,room for rent available for august in rutland,900,"kelowna, bc",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.88698,-119.49661
1190,1227,2 beds 1 bath house,2300,"west kelowna, bc",House,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200,49.85902,-119.58413
1191,1228,2 bedroom and 1 bathroom brand new condo,2500,"kelowna, bc, v1x",Apartment/Condo,2,1,in-unit laundry,heating available,parking available,central ac,unfurnished,No pets,932,49.90764,-119.38974
1192,1229,1 bed 1 bath townhouse,975,"kelowna, bc, v1x 5y7",Townhouse,1,1,Not specified,Not specified,street parking,Not specified,unfurnished,No pets,1371,49.8985,-119.398
1193,1230,private room for rent,1050,"kelowna, bc, v1v 0b3",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,furnished,No pets,932,49.93463,-119.4012
1194,1231,2 beds 2 baths apartment,2550,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1053,49.88698,-119.49661
1195,1233,3 beds 1 5 baths townhouse,850,"kelowna, bc, v1x",Townhouse,3,1,laundry available,central heating,parking available,ac available,unfurnished,No pets,1371,49.90764,-119.38974
1196,1234,2 beds 1 bath apartment,2000,"peachland, bc, v0h 1x2",Room,2,1,in-unit laundry,gas heating,parking available,central ac,unfurnished,No pets,1100,49.78907,-119.71241
1197,1235,private room for rent,1095,"kelowna, bc, v1y 6l8",Apartment/Condo,3,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,1200,49.88528,-119.49316
1198,1236,2 beds 1 bath house,900,"kelowna, bc",House,2,1,laundry in building,heating available,parking available,Not specified,Not specified,No pets,1200,49.88698,-119.49661
1199,1237,2 beds 1 bath townhouse,1000,"kelowna, bc, v1y",Townhouse,2,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,1371,49.88698,-119.49661
1200,1238,1 bed 1 bath apartment,2955,"kelowna, bc, v1y 9z2",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,600,49.89546,-119.49717
1201,1239,place for rent,1234,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1100,49.88698,-119.49661
1202,1240,1 bed 1 bath apartment,1000,"kelowna, bc, v1v 0b4",Apartment/Condo,1,1,in-unit laundry,Not specified,Not specified,Not specified,Not specified,No pets,932,49.93429,-119.40142
1203,1241,private room for rent,1100,"west kelowna, bc",House,3,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1400,49.85902,-119.58413
1204,1243,shared 1500 sq ft 2 bdr suite,800,"kelowna, bc, v1x 6r8",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200,49.87464,-119.36805
1205,1244,now available immediately  a furnished in well appointed townhouse,900,"kelowna, bc",Townhouse,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1371,49.88698,-119.49661
1206,1245,1 bed 1 bath house,900,"west kelowna, bc",House,1,1,in-unit laundry,heating available,street parking,Not specified,Not specified,No pets,440000,49.85902,-119.58413
1207,1246,lakeside condo for rent,2500,"kelowna, bc, v1y 9w1",Apartment/Condo,2,2,laundry in building,central heating,garage parking,central ac,unfurnished,No pets,1100,49.89602,-119.4979
1208,1247,3 beds 3 baths house,1100,"kelowna, bc, v1x 2k7",House,3,3,in-unit laundry,central heating,street parking,Not specified,Not specified,No pets,1200,49.89585,-119.37972
1209,1251,private room for rent,1000,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,gas heating,street parking,ac available,furnished,No pets,1125,49.88698,-119.49661
1210,1252,great location  walk everywhere,840,"kelowna, bc",House,1,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.88698,-119.49661
1211,1253,2 bdrm 2bath for executive rental,3200,"kelowna, bc, v1y 9y9",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,970,49.89538,-119.49709
1212,1254,1 bedroom in shared house,900,"kelowna, bc, v1x 7p4",House,1,1,Not specified,Not specified,street parking,Not specified,unfurnished,No pets,1200,49.90622,-119.37623
1213,1255,great location  walk everywhere,840,"kelowna, bc",House,1,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.88698,-119.49661
1214,1256,evolve studio has space for rent appropriate for stylist esthetician  bring me your ideas,800,"vernon, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,932,50.26548,-119.27376
1215,1258,private room for rent,1200,"kelowna, bc",House,1,1,laundry available,gas heating,parking available,central ac,furnished,cat friendly,1400,49.88698,-119.49661
1216,1259,1 bed 1 bath house,840,"west kelowna, bc, v4t 3c5",House,1,1,laundry available,central heating,parking available,central ac,Not specified,No pets,1200,49.84055,-119.59922
1217,1260,2 beds 1 bath house,2550,"kelowna, bc, v1y 7a3",House,2,1,in-unit laundry,Not specified,street parking,Not specified,unfurnished,dog and cat friendly,1200,49.8927,-119.48535
1218,1261,4 beds 2 baths house,4300,"kelowna, bc, v1y 6r6",House,4,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200,49.88636,-119.46866
1219,1262,1 bed 1 bath house,1925,"west kelowna, bc",House,1,1,in-unit laundry,electric heating,parking available,central ac,unfurnished,No pets,1200,49.85902,-119.58413
1220,1263,2 beds 2 baths apartment,3600,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,932,49.88698,-119.49661
1221,1264,2 beds 1 bath house,2200,"kelowna, bc, v1w 4p4",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.81023,-119.47726
1222,1265,2 beds 1 bath house,3850,"kelowna, bc",House,2,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,950,49.88698,-119.49661
1223,1266,2 beds 1 bath house,2850,"kelowna, bc",House,2,1,in-unit laundry,electric heating,street parking,central ac,unfurnished,No pets,920,49.88698,-119.49661
1224,1267,1 bed 1 bath house,1900,"kelowna, bc",House,1,1,Not specified,electric heating,parking available,ac available,unfurnished,No pets,780,49.88698,-119.49661
1225,1268,stunning room in downtown character home,950,"kelowna, bc",House,3,1,in-unit laundry,central heating,parking available,ac available,furnished,No pets,1200,49.88698,-119.49661
1226,1269,3 beds 2 baths apartment,1100,"kelowna, bc, v1v 2w7",Apartment/Condo,3,2,Not specified,Not specified,Not specified,Not specified,furnished,No pets,932,49.95345,-119.39963
1227,1270,private room for rent,1000,"kelowna, bc",House,2,2,laundry in building,electric heating,parking available,ac available,unfurnished,dog friendly,1200,49.88698,-119.49661
1228,1271,beautiful 5 bdrm at big white available on 7 month lease,3000,"kootenay boundary, bc, v0h",Townhouse,5,3,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,2500,49.35637,-118.61706
1229,1273,2 beds 2 baths apartment,3000,"west kelowna, bc, v4t 1x5",Apartment/Condo,2,2,in-unit laundry,central heating,parking available,ac available,unfurnished,No pets,1250,49.82397,-119.58687
1230,1274,3 bedroom on main floor for rent,2800,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1100,49.88698,-119.49661
1231,1275,penticton short term vacation rental,4000,"penticton, bc",House,3,2,in-unit laundry,electric heating,parking available,ac available,Not specified,No pets,1300,49.50022,-119.59384
1232,1276,3 beds 2 baths townhouse,3500,"kelowna, bc",Townhouse,3,2,in-unit laundry,heating available,garage parking,ac available,Not specified,dog and cat friendly,1700,49.88698,-119.49661
1233,1277,3 beds 2 baths townhouse,2500,"penticton, bc, v2a 4h8",Townhouse,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1371,49.5002,-119.58651
1234,1279,2 beds 1 bath apartment,850,"kelowna, bc, v1p 1r5",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932,49.86963,-119.36122
1235,1280,3 beds 1 bath house,2400,"vernon, bc, v1t 6p8",House,3,1,laundry available,heating available,street parking,Not specified,unfurnished,No pets,1000,50.25563,-119.28623
1236,1281,panoramic wood lake view  2bdrm  1 bthrm  february 1  june 1 2023,1800,"lake country, bc, v4v 1g4",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,dog friendly,1100,50.0502,-119.42082
1237,1282,3 beds 3 baths townhouse,3000,"penticton, bc, v2a 4h8",Townhouse,3,3,in-unit laundry,Not specified,Not specified,Not specified,Not specified,No pets,1371,49.5002,-119.58651
1238,1283,private room for rent,750,"vernon, bc, v1t 5e1",Apartment/Condo,1,1,Not specified,central heating,street parking,central ac,unfurnished,No pets,932,50.26408,-119.27079
1239,1284,private room for rent,1200,"kelowna, bc, v1v 2v4",Apartment/Condo,2,2,in-unit laundry,Not specified,Not specified,Not specified,furnished,No pets,932,49.90885,-119.448
1240,1285,1 bed 1 bath house,800,"penticton, bc",House,1,1,laundry in building,central heating,street parking,central ac,furnished,No pets,1200,49.50022,-119.59384
1241,1286,2 beds 2 baths house,2800,"west kelowna, bc",House,2,2,in-unit laundry,heating available,street parking,ac available,unfurnished,dog and cat friendly,1700,49.85902,-119.58413
1242,1287,private room for rent,950,"west kelowna, bc, v4t 3k1",House,5,4,laundry in building,gas heating,parking available,central ac,unfurnished,No pets,1200,49.83869,-119.62077
1243,1288,1 bed 1 bath house,1000,"kelowna, bc",House,1,1,laundry in building,electric heating,street parking,Not specified,unfurnished,No pets,1200,49.88698,-119.49661
1244,1289,park your trailer,1234,"kelowna, bc",House,1,1,Not specified,Not specified,parking available,Not specified,unfurnished,No pets,1200,49.88698,-119.49661
1245,1290,3 beds 2 baths house,3500,"kelowna, bc",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.88698,-119.49661
1246,1291,the rock,2900,"peachland, bc",House,2,2,in-unit laundry,Not specified,parking available,ac available,unfurnished,No pets,1200,49.77387,-119.73592
1247,1294,1 室1 卫 独立宅院,1234,"penticton, bc, v2a 9g8",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200,49.47757,-119.57797
1248,1296,1 bed 1 bath apartment,2175,"kelowna, bc, v1y 1s6",Apartment/Condo,1,1,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,1100,49.87587,-119.49131
1249,1297,timber valley at big white ski resort,12345,"kootenay boundary, bc",Apartment/Condo,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,932,49.35637,-118.61706
1250,1299,rent  one large bedroom,1100,"west kelowna, bc",House,3,2,in-unit laundry,central heating,parking available,central ac,furnished,No pets,1300,49.85902,-119.58413
1251,1301,2 beds 2 baths apartment,2200,"penticton, bc, v2a",Apartment/Condo,2,2,in-unit laundry,Not specified,Not specified,Not specified,Not specified,No pets,932,49.50022,-119.59384
1252,1302,1 bed 1 bath flat,2000,"west kelowna, bc",Apartment/Condo,1,1,laundry in building,central heating,parking available,central ac,Not specified,No pets,900,49.85902,-119.58413
1253,1303,fully furnished guest home 4 br,3500,"vernon, bc",House,4,2,in-unit laundry,heating available,street parking,ac available,unfurnished,No pets,2200,50.26548,-119.27376
1254,1306,1 bed 1 bath,1000,"kelowna, bc",Townhouse,1,1,laundry available,Not specified,street parking,ac available,furnished,No pets,1700,49.88698,-119.49661
1255,1307,2 beds 1 bath house,3850,"kelowna, bc, v1w 1a2",House,2,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,1000,49.84223,-119.48933
1256,1308,1 bed 1 bath flat,2000,"west kelowna, bc",Apartment/Condo,1,1,laundry in building,central heating,parking available,central ac,Not specified,No pets,932,49.85902,-119.58413
1257,1311,1 bed 1 bath house,850,"kelowna, bc",House,1,1,laundry available,central heating,street parking,central ac,unfurnished,No pets,1200,49.88698,-119.49661
1258,1312,rental furnished suite,2300,"kelowna, bc",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932,49.88698,-119.49661
1259,1313,1 bed 1 bath townhouse,995,"kelowna, bc",Townhouse,1,1,in-unit laundry,electric heating,street parking,Not specified,Not specified,No pets,1371,49.88698,-119.49661
1260,1314,3 beds 2 baths townhouse,12345,"kootenay boundary, bc, v0h",Townhouse,3,2,in-unit laundry,gas heating,garage parking,Not specified,unfurnished,No pets,1371,49.35637,-118.61706
1261,1315,1 bed 1 bath house,980,"kelowna, bc",House,4,2,laundry available,gas heating,parking available,central ac,unfurnished,dog and cat friendly,2500,49.88698,-119.49661
1262,1316,furnished 2 beds 2 bath flat,3750,"kelowna, bc, v1y",Apartment/Condo,2,2,in-unit laundry,heating available,garage parking,ac available,Not specified,dog and cat friendly,1100,49.88698,-119.49661
1263,1318,3 bedroom 2 bathroom fully furnished house,3500,"kelowna, bc, v1p 1t8",House,3,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1600,49.91061,-119.33965
